key,date,time_rd,lottery,draw,result,best_signal,best_a11,ok_alert,decision,hits_quiniela_topq,hits_quiniela_top12,pale_hits,source_rows_hist_used
2026-05-09|Anguilla|Anguila 1PM|2026-05-09 13:00,2026-05-09,2026-05-09 13:00,Anguilla,Anguila 1PM,67-37-02,0.013302490913821697,2,False,⚠️ JUGAR,1,1,0,1614.0
2026-05-09|La Nacional|Loteria Nacional- Gana Más|2026-05-09 14:30,2026-05-09,2026-05-09 14:30,La Nacional,Loteria Nacional- Gana Más,73-51-86,0.004526061877792921,2,False,❌ NO JUGAR,1,1,0,2148.0
2026-05-09|Anguilla|Anguila 6PM|2026-05-09 18:00,2026-05-09,2026-05-09 18:00,Anguilla,Anguila 6PM,33-55-10,0.009265295536014493,2,False,❌ NO JUGAR,0,0,0,2400.0
2026-05-09|La Suerte|Quiniela La Suerte 6PM|2026-05-09 18:00,2026-05-09,2026-05-09 18:00,La Suerte,Quiniela La Suerte 6PM,72-58-78,0.012659737031362387,2,False,❌ NO JUGAR,0,1,0,2400.0
2026-05-09|Anguilla|Anguila 9PM|2026-05-09 21:00,2026-05-09,2026-05-09 21:00,Anguilla,Anguila 9PM,39-20-15,0.0327925376205639,3,False,❌ NO JUGAR,0,0,0,2400.0
2026-05-09|La Nacional|Loteria Nacional- Noche|2026-05-09 21:00,2026-05-09,2026-05-09 21:00,La Nacional,Loteria Nacional- Noche,84-37-17,0.030893309127819735,3,False,❌ NO JUGAR,0,0,0,2400.0
2026-05-10|La Primera|Quiniela La Primera|2026-05-10 12:00,2026-05-10,2026-05-10 12:00,La Primera,Quiniela La Primera,15-29-28,0.01971384230081968,2,False,⚠️ JUGAR,0,0,0,534.0
2026-05-10|Anguilla|Anguila 1PM|2026-05-10 13:00,2026-05-10,2026-05-10 13:00,Anguilla,Anguila 1PM,46-88-13,0.01215255814300013,3,False,⚠️ JUGAR,0,1,0,1614.0
2026-05-10|La Nacional|Loteria Nacional- Gana Más|2026-05-10 14:30,2026-05-10,2026-05-10 14:30,La Nacional,Loteria Nacional- Gana Más,70-81-90,0.003454596651532063,2,False,❌ NO JUGAR,0,0,0,1539.0
2026-05-10|Anguilla|Anguila 6PM|2026-05-10 18:00,2026-05-10,2026-05-10 18:00,Anguilla,Anguila 6PM,13-19-33,0.009265295536014493,2,False,❌ NO JUGAR,0,0,0,2400.0
2026-05-10|La Nacional|Loteria Nacional- Noche|2026-05-10 18:00,2026-05-10,2026-05-10 18:00,La Nacional,Loteria Nacional- Noche,38-10-27,0.007258865756275128,2,False,❌ NO JUGAR,0,0,0,2400.0
2026-05-10|La Suerte|Quiniela La Suerte 6PM|2026-05-10 18:00,2026-05-10,2026-05-10 18:00,La Suerte,Quiniela La Suerte 6PM,05-42-22,0.01181212893158145,2,False,❌ NO JUGAR,0,0,0,2400.0
2026-05-11|Anguilla|Anguila 1PM|2026-05-11 13:00,2026-05-11,2026-05-11 13:00,Anguilla,Anguila 1PM,97-10-89,0.013302490913821697,3,False,⚠️ JUGAR,0,1,0,1614.0
2026-05-11|La Nacional|Loteria Nacional- Gana Más|2026-05-11 14:30,2026-05-11,2026-05-11 14:30,La Nacional,Loteria Nacional- Gana Más,31-87-69,0.007185299047637041,2,False,❌ NO JUGAR,0,0,0,2148.0
2026-05-11|Anguilla|Anguila 6PM|2026-05-11 18:00,2026-05-11,2026-05-11 18:00,Anguilla,Anguila 6PM,98-19-93,0.009265295536014493,2,False,❌ NO JUGAR,0,0,0,2400.0
2026-05-11|La Suerte|Quiniela La Suerte 6PM|2026-05-11 18:00,2026-05-11,2026-05-11 18:00,La Suerte,Quiniela La Suerte 6PM,04-46-21,0.01552804091129818,3,False,❌ NO JUGAR,0,1,0,2400.0
2026-05-11|Anguilla|Anguila 9PM|2026-05-11 21:00,2026-05-11,2026-05-11 21:00,Anguilla,Anguila 9PM,13-91-08,0.03107943697902133,3,False,❌ NO JUGAR,0,0,0,2400.0
2026-05-11|La Nacional|Loteria Nacional- Noche|2026-05-11 21:00,2026-05-11,2026-05-11 21:00,La Nacional,Loteria Nacional- Noche,02-34-98,0.02981873843071958,4,False,❌ NO JUGAR,0,0,0,2400.0
2026-05-12|Anguilla|Anguila 1PM|2026-05-12 13:00,2026-05-12,2026-05-12 13:00,Anguilla,Anguila 1PM,55-55-90,0.011573839183648377,2,False,⚠️ JUGAR,0,0,0,1614.0
